,Crime Type,Year,Latitude (Arlington),Longitude (Arlington)
33273,NARCOTICS COCAINE-SELLING,2016,38.88880175,-77.0823749
33274,PARKING VIOLATION,2016,38.86042655,-77.05643514
33275,LARC SHOPLIFTING,2016,38.86299475,-77.06107461
33276,LARC SHOPLIFTING,2016,38.86510009,-77.05832864
33277,CONTEMPT OF COURT,2016,38.849334899999995,-77.06888737
33278,TRESPASSING,2016,38.85508853,-77.10777908
33279,FOUND PROPERTY,2016,38.86453931,-77.08641103
33280,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.87044115,-77.10056088
33281,WARRANT SERVICE,2016,38.85177596,-77.05177888
33282,DEPARTMENTAL ADMINISTRATIVE SERV,2016,38.86300808,-77.12051064
33283,PARKING VIOLATION,2016,38.86570264,-77.10607411
33284,LARCENY - OTHER,2016,38.84693595,-77.06715269
33285,STOLEN PROP-OTHER,2016,38.83782627,-77.08498747
33286,LARC SHOPLIFTING,2016,38.88061879999999,-77.11069186
33287,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.88700204,-77.10828794
33288,LARCENY-FROM BUILDING,2016,38.86965349,-77.10023347
33289,MENTAL CASES,2016,38.87458401,-77.08287478
33290,DRUNKENNESS,2016,38.89720028,-77.13099845
33291,BURG RESIDENCE-FORCED-DAY,2016,38.86639897,-77.07231825
33292,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.84592207,-77.09667064
33293,PARKING VIOLATION,2016,38.89229193,-77.07927957
33294,PARKING VIOLATION,2016,38.88928461,-77.07955374
33295,LOST PROPERTY,2016,38.85695815,-77.06038747
33296,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.87500545,-77.08901742
33297,MISCELLANEOUS PUBLIC-OTHER,2016,38.88474022,-77.14811916
33298,VANDALISM (PROP DAMAGE)-PUBLIC,2016,38.87071349,-77.14035168
33299,VANDALISM (PROP DAMAGE)-PRIVATE,2016,38.86816434,-77.13668351
33300,VANDALISM (PROP DAMAGE)-PRIVATE,2016,38.86581427,-77.13624453
33301,VANDALISM (PROP DAMAGE)-PRIVATE,2016,38.86724902,-77.13764133
33302,VANDALISM (PROP DAMAGE)-PRIVATE,2016,38.87223814,-77.13769649
33303,LOST PERSONS,2016,38.8380574,-77.09113856
33304,DRIVING UNDER INFLUENCE-LIQUOR,2016,38.8352026,-77.09763443
33305,DRIVING UNDER INFLUENCE-LIQUOR,2016,38.88503301,-77.08996459
33306,MISCELLANEOUS OFFICER-OTHER,2016,38.86375721,-77.06909883
33307,MISC PUBLIC ORDER CRIMES,2016,38.89081316,-77.10335148
33308,TRESPASSING,2016,38.89322941,-77.10612539
33309,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.86803704,-77.05298975
33310,MISCELLANEOUS OFFICER-OTHER,2016,38.84263104,-77.07554864
33311,MISCELLANEOUS OFFICER-OTHER,2016,38.887497100000004,-77.06474948
33312,VANDALISM (PROP DAMAGE)-BUSINESS,2016,38.85652723,-77.04930301
33313,MISCELLANEOUS OFFICER-OTHER,2016,38.87132102,-77.10230147
33314,MISCELLANEOUS OFFICER-OTHER,2016,38.88582643,-77.09782633
33315,FAMILY DISTURBANCE (DOMESTICS),2016,38.89062659,-77.10704594
33316,MISCELLANEOUS OFFICER-OTHER,2016,38.86633166,-77.06900204
33317,FOUND PROPERTY,2016,38.85847488,-77.05046104
33318,TRESPASSING,2016,38.85504106,-77.05231436
33319,LARCENY-FROM AUTO,2016,38.87914569,-77.13454844
33320,SIMPLE ASSAULT NON FAMILY,2016,38.88286892,-77.13610385
33321,EMBEZZLEMENT BUSINESS PROPERTY,2016,38.86434793,-77.06130315
33322,SUSPICIOUS PERSON,2016,38.85796332,-77.1115709
33323,FRAUD SWINDLE,2016,38.88841065,-77.08517955
33324,SIMPLE ASSAULT NON FAMILY,2016,38.86873320000001,-77.08984569
33325,LARC PARTS FROM VEHICLE,2016,38.85961182,-77.05580693
33326,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.90344531,-77.11036011
33327,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.86744829999999,-77.08572185
33328,SIMPLE ASSAULT NON FAMILY,2016,38.90911766,-77.10381519
33329,VANDALISM (PROP DAMAGE)-PUBLIC,2016,38.87149743,-77.12643583
33330,LARC SHOPLIFTING,2016,38.86222106,-77.06129192
33331,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.87078262,-77.08008219
33332,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.89589313,-77.15612135
33333,NEGLECTING CHILD,2016,38.84900923,-77.07108290000001
33334,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.86661287,-77.06023036
33335,SUICIDES FIREARM,2016,38.87294585,-77.0819932
33336,PARKING VIOLATION,2016,38.85558325,-77.0587583
33337,DEPARTMENTAL ADMINISTRATIVE SERV,2016,38.88932533,-77.08486009
33338,NARCOTICS COCAINE-SELLING,2016,38.89091425,-77.08158139
33339,LARCENY - OTHER,2016,38.8693694,-77.10309409999999
33340,PROPERTY DAMAGE MOTOR VEH ACC-H&R,2016,38.89158608,-77.09359245
33341,SUSPICIOUS PERSON,2016,38.87515279,-77.10795579
33342,PUBLIC ASSIST,2016,38.86116626,-77.11214588
33343,SIMPLE ASSAULT FAMILY,2016,38.88838839,-77.16396163
33344,MENTAL CASES,2016,38.91809397,-77.11614871
33345,FOUND PROPERTY,2016,38.86999345,-77.12876959
33346,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.87862844,-77.11191108
33347,PASS COUNTERFEITED,2016,38.85248127,-77.05473357
33348,SIMPLE ASSAULT FAMILY,2016,38.85133270000001,-77.11672959
33349,VANDALISM (PROP DAMAGE)-BUSINESS,2016,38.85470541,-77.12017462
33350,TRESPASSING,2016,38.86186045,-77.06306654
33351,DRUNKENNESS,2016,38.89064129,-77.08611552
33352,SUSPICIOUS PERSON,2016,38.86608339,-77.08398511
33353,PARKING VIOLATION,2016,38.88456642,-77.1390412
33354,PARKING VIOLATION,2016,38.88656172,-77.1367077
33355,MISCELLANEOUS OFFICER-OTHER,2016,38.8446251,-77.05225488
33356,ASSAULT - OTHER,2016,38.87607762,-77.10650424
33357,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.877440299999996,-77.08730666
33358,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.86789984,-77.09544015
33359,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.85406651,-77.05136356
33360,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.88439521,-77.12799116
33361,MISCELLANEOUS OFFICER-OTHER,2016,38.88041176,-77.09113594
33362,MISCELLANEOUS OFFICER-OTHER,2016,38.88889778,-77.11772813
33363,NARCOTICS HALLUCINOGEN-POSSESS,2016,38.83803193,-77.09362325
33364,MISCELLANEOUS OFFICER-OTHER,2016,38.85725784,-77.05581629
33365,DRIVING UNDER INFLUENCE-LIQUOR,2016,38.88692398,-77.15780052
33366,MISCELLANEOUS OFFICER-OTHER,2016,38.87470081,-77.10968816
33367,NARCOTICS HALLUCINOGEN-POSSESS,2016,38.86071642,-77.0851531
33368,VANDALISM (PROP DAMAGE)-BUSINESS,2016,38.89090392,-77.08625184
33369,SIMPLE ASSAULT NON FAMILY,2016,38.86115661,-77.08821362
33370,MISCELLANEOUS OFFICER-OTHER,2016,38.88802982,-77.09364740000001
33371,MISCELLANEOUS OFFICER-OTHER,2016,38.87573901,-77.10667524
33372,SIMPLE ASSAULT FAMILY,2016,38.86385952,-77.08020845
33373,MISCELLANEOUS OFFICER-OTHER,2016,38.89868754,-77.13523863
33374,MISCELLANEOUS OFFICER-OTHER,2016,38.86631005,-77.08602119
33375,LARCENY-FROM AUTO,2016,38.84449551,-77.08614985
33376,TRESPASSING,2016,38.86480491,-77.0898213
33377,SUSPICIOUS PERSON,2016,38.91029069,-77.13069405
33378,INDECENT EXPOSURE,2016,38.876089799999995,-77.09825664
33379,MISCELLANEOUS OFFICER-OTHER,2016,38.89410407,-77.08007423
33380,MISCELLANEOUS OFFICER-OTHER,2016,38.85507895,-77.11033398
33381,LARC SHOPLIFTING,2016,38.89913956,-77.12141743
33382,MISCELLANEOUS OFFICER-OTHER,2016,38.88072499,-77.11912647
33383,MISCELLANEOUS OFFICER-OTHER,2016,38.88716668,-77.10216762
33384,SUICIDE ATTEMPTS DRUGS,2016,38.86140353,-77.04963358
33385,RUNAWAY,2016,38.891298600000006,-77.08241911
33386,LARC PARTS FROM VEHICLE,2016,38.85976915,-77.09799283
33387,LARCENY - OTHER,2016,38.88536158,-77.1050859
33388,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.85796242,-77.11060911
33389,MISCELLANEOUS OFFICER-OTHER,2016,38.88085312,-77.11258911
33390,PARKING VIOLATION,2016,38.88928308,-77.07318088
33391,PARKING VIOLATION,2016,38.88944851,-77.06998612
33392,PARKING VIOLATION,2016,38.86108407,-77.07882697
33393,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.88153157,-77.10820125
33394,NARCOTICS COCAINE-SELLING,2016,38.89141779999999,-77.0822687
33395,DRUNKENNESS,2016,38.86233232,-77.08921354
33396,FRAUD IMPERSONATION,2016,38.84755366,-77.08045037
33397,LIQUOR POSSESSING,2016,38.87241289,-77.0837023
33398,MISCELLANEOUS OFFICER-OTHER,2016,38.87995636,-77.11224738
33399,MOTOR VEH THEFT-OTHER,2016,38.85958759,-77.09754655
33400,MENTAL CASES,2016,38.89034481,-77.12928649999999
33401,LARCENY-FROM AUTO,2016,38.87468205,-77.10565164
33402,DEATHS NATURAL CAUSES,2016,38.88210155,-77.11479206
33403,FAMILY DISTURBANCE (DOMESTICS),2016,38.89076836,-77.09785603
33404,PROPERTY DAMAGE MOTOR VEH ACC-H&R,2016,38.89648679,-77.09492648
33405,LARC SHOPLIFTING,2016,38.86097745,-77.0591913
33406,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.889517,-77.07355815
33407,WEAPONS-THREAT TO BOMB,2016,38.86460147,-77.06411151
33408,WEAPONS-THREAT TO BOMB,2016,38.85710617,-77.05056024
33409,MENTAL CASES,2016,38.86301372,-77.05812044
33410,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.89835918,-77.07337147
33411,SIMPLE ASSAULT FAMILY,2016,38.89610561,-77.14478435
33412,TRESPASSING,2016,38.84797913,-77.0533741
33413,MISCELLANEOUS OFFICER-OTHER,2016,38.84095355,-77.08830799
33414,PARKING VIOLATION,2016,38.88941801,-77.08952892
33415,MENTAL CASES,2016,38.88772305,-77.12491292
33416,MISCELLANEOUS OFFICER-OTHER,2016,38.87653605,-77.12240803
33417,RUNAWAY,2016,38.86370515,-77.06912389
33418,MISCELLANEOUS OFFICER-OTHER,2016,38.85489051,-77.04821263
33419,NARC OPIUM OR DERIV-POSSESSING,2016,38.8586089,-77.05463293
33420,MISCELLANEOUS OFFICER-OTHER,2016,38.86743236,-77.05076435
33421,MISCELLANEOUS OFFICER-OTHER,2016,38.85758597,-77.09933722
33422,MENTAL CASES,2016,38.89040502,-77.1253839
33423,DRIVING UNDER INFLUENCE-LIQUOR,2016,38.89741953,-77.07565104
33424,TRESPASSING,2016,38.88066026,-77.110615
33425,SIMPLE ASSAULT NON FAMILY,2016,38.84315535,-77.06569609999998
33426,TRESPASSING,2016,38.85468932,-77.10981943
33427,SUSPICIOUS OTHER,2016,38.88998251,-77.08297535
33428,MISCELLANEOUS OFFICER-OTHER,2016,38.88687178,-77.06725857
33429,MISCELLANEOUS OFFICER-OTHER,2016,38.83852335,-77.08453254
33430,MISCELLANEOUS OFFICER-OTHER,2016,38.88838011,-77.08939379
33431,SIMPLE ASSAULT FAMILY,2016,38.85663776,-77.10975051
33432,PEEPING TOM (TRESPASS),2016,38.8763972,-77.10729801
33433,LARC SHOPLIFTING,2016,38.86546312,-77.06153436
33434,NARCOTICS HEROIN-POSSESSING,2016,38.88877819,-77.06511051
33435,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.89642832,-77.14508387
33436,VANDALISM (PROP DAMAGE)-PUBLIC,2016,38.90415176,-77.11643994
33437,LARCENY - OTHER,2016,38.88016986,-77.11110865
33438,SIMPLE ASSAULT FAMILY,2016,38.86013778,-77.05712453
33439,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.88826008,-77.16021133
33440,LARC SHOPLIFTING,2016,38.86553169,-77.05840832
33441,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.87595474,-77.10439724
33442,SIMPLE ASSAULT NON FAMILY,2016,38.85473759,-77.11035558
33443,OBSTRUCTING COURT ORDER,2016,38.88870211,-77.09156882
33444,NARCOTICS HEROIN-POSSESSING,2016,38.89019432,-77.12057424
33445,LARC SHOPLIFTING,2016,38.86278025,-77.0581371
33446,PARKING VIOLATION,2016,38.83838921,-77.08684335
33447,LARC SHOPLIFTING,2016,38.89371459,-77.08302432
33448,MISCELLANEOUS OFFICER-OTHER,2016,38.8879041,-77.10207539
33449,MENTAL CASES,2016,38.88976389,-77.09090334
33450,LARCENY-FROM BUILDING,2016,38.85383308,-77.09263557
33451,FRAUD ILLEGAL USE OF CREDIT CARDS,2016,38.870363899999994,-77.08232265
33452,LARC PARTS FROM VEHICLE,2016,38.86020667,-77.05699818
33453,LARC SHOPLIFTING,2016,38.87758256,-77.11096687
33454,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.84830085,-77.09333123
33455,FOUND PROPERTY,2016,38.89758057,-77.08376613
33456,PROPERTY DAMAGE MOTOR VEH ACC-H&R,2016,38.88091156,-77.09101021
33457,PARKING VIOLATION,2016,38.8836435,-77.11163589
33458,MENTAL CASES,2016,38.86212196,-77.07333576
33459,MISCELLANEOUS OFFICER-OTHER,2016,38.86818942,-77.06018811
33460,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.89101834,-77.15716051
33461,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.86972798,-77.08676461
33462,PARKING VIOLATION,2016,38.85165529,-77.10372512
33463,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.86385413,-77.05315978
33464,DEPARTMENTAL ADMINISTRATIVE SERV,2016,38.85435331,-77.10907597
33465,MISCELLANEOUS OFFICER-OTHER,2016,38.8683357,-77.06191055
33466,SUSPICIOUS AUTO,2016,38.88319295,-77.1085933
33467,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.85844031,-77.10104054
33468,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.89601985,-77.07281953
33469,MISCELLANEOUS OFFICER-OTHER,2016,38.86251093,-77.0852781
33470,MISCELLANEOUS OFFICER-OTHER,2016,38.87060631,-77.04729971
33471,MISCELLANEOUS OFFICER-OTHER,2016,38.87671901,-77.08526252
33472,MISCELLANEOUS OFFICER-OTHER,2016,38.85910504,-77.09629996
33473,MARIJUANA-POSSESSING,2016,38.84481346,-77.07874633
33474,PUBLIC PEACE - OTHER,2016,38.85187473,-77.10473879
33475,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.85427461,-77.12458649
33476,DRIVING UNDER INFLUENCE-LIQUOR,2016,38.85494783,-77.05204713
33477,SUSPICIOUS CIRCUMSTANCES,2016,38.90442926,-77.10901897
33478,LARCENY-FROM AUTO,2016,38.90072787,-77.07826467
33479,FRAUD SWINDLE,2016,38.8915596,-77.06842974
33480,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.86408474,-77.06917292
33481,ROB CHAIN STORE-STRONG ARM,2016,38.86298102,-77.06080727
33482,DRUNKENNESS,2016,38.84033461,-77.09150228
33483,MISCELLANEOUS OFFICER-OTHER,2016,38.87345912,-77.08277668
33484,LARCENY-FROM AUTO,2016,38.89752241,-77.08317876
33485,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.88374572,-77.12906432
33486,MISCELLANEOUS OFFICER-OTHER,2016,38.89487156,-77.06625124
33487,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.86666909,-77.11387948
33488,VANDALISM (PROP DAMAGE)-PRIVATE,2016,38.89864337,-77.1281919
33489,FND VEHICLES-ABANDONED/RECOVERED,2016,38.89542826,-77.11107068
33490,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.8785271,-77.1252071
33491,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.87371055,-77.09195705
33492,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.88363232,-77.1165474
33493,LARC SHOPLIFTING,2016,38.86478772,-77.05952262
33494,RUNAWAY,2016,38.89990988,-77.1617854
33495,LOST PERSONS,2016,38.88230808,-77.09442783
33496,LARC SHOPLIFTING,2016,38.89401538,-77.08269320000001
33497,LARCENY-BICYCLE,2016,38.86127317,-77.05688235
33498,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.88926633,-77.12721637
33499,TRESPASSING,2016,38.84612855,-77.07601307
33500,MISCELLANEOUS OFFICER-OTHER,2016,38.88424665,-77.11860451
33501,SUSPICIOUS CIRCUMSTANCES,2016,38.85240478,-77.0984035
33502,MISCELLANEOUS OFFICER-OTHER,2016,38.85707703,-77.05454401
33503,MISCELLANEOUS OFFICER-OTHER,2016,38.88495451,-77.15408464
33504,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.868693,-77.10821757
33505,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.87963844,-77.09449979
33506,LARC SHOPLIFTING,2016,38.85423125,-77.1124792
33507,VEHICLE THEFT - OTHER,2016,38.85456175,-77.05199454
33508,WARRANT SERVICE,2016,38.87883720000001,-77.10857815
33509,PARKING VIOLATION,2016,38.88747516,-77.0839045
33510,PARKING VIOLATION,2016,38.86465956,-77.06650521
33511,PARKING VIOLATION,2016,38.86459945,-77.06429146
33512,PARKING VIOLATION,2016,38.86503051,-77.06831604
33513,PARKING VIOLATION,2016,38.86473141,-77.06615016
33514,PARKING VIOLATION,2016,38.85974543,-77.0703975
33515,FORGERY OF OTHER OBJECT,2016,38.86244363,-77.08833188
33516,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.8460688,-77.07814640000001
33517,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.85356745,-77.09197287
33518,MISCELLANEOUS OFFICER-OTHER,2016,38.88762626,-77.09730465
33519,SIMPLE ASSAULT NON FAMILY,2016,38.88546342,-77.09826621
33520,RAPE-WEAPON OTH THAN GUN-ATTEMPT,2016,38.87593078,-77.10651397
33521,DRUNKENNESS,2016,38.8850834,-77.09862181
33522,MISCELLANEOUS OFFICER-OTHER,2016,38.89903598,-77.09225641
33523,DRUNKENNESS,2016,38.88908374,-77.08314959
33524,SIMPLE ASSAULT NON FAMILY,2016,38.89751125,-77.12717331
33525,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.83744452,-77.08616947
33526,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.88906921,-77.08260035
33527,TRESPASSING,2016,38.87709043,-77.10914915
33528,ROBB STREET WEAPON OTH THAN GUN,2016,38.86648715,-77.13006912
33529,PARKING VIOLATION,2016,38.89434012,-77.09052186
33530,MISCELLANEOUS OFFICER-OTHER,2016,38.85527398,-77.05154116
33531,PARKING VIOLATION,2016,38.88789156,-77.0980568
33532,PARKING VIOLATION,2016,38.88706587,-77.09542485
33533,PARKING VIOLATION,2016,38.88565307,-77.0954806
33534,ASSAULT - OTHER,2016,38.85715463,-77.1103427
33535,MISCELLANEOUS OFFICER-OTHER,2016,38.85783809,-77.05604301
33536,AGG ASLT-NON FAMILY HANDS FIST FT,2016,38.86131428,-77.05849689
33537,LARCENY-FROM AUTO,2016,38.86870339,-77.09874169
33538,DEPARTMENTAL ADMINISTRATIVE SERV,2016,38.88707934,-77.1278945
33539,DEPARTMENTAL ADMINISTRATIVE SERV,2016,38.8922411,-77.08226687
33540,TRESPASSING,2016,38.85591324,-77.08196069
33541,LARCENY-FROM AUTO,2016,38.84458845,-77.08926088
33542,ARSON BURNING OTHER PROPERTY,2016,38.8726326,-77.12780516
33543,PUBLIC PEACE - OTHER,2016,38.84864317,-77.08951968
33544,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.87574032,-77.08396385
33545,LARCENY-FROM AUTO,2016,38.84463534,-77.08758814
33546,MISCELLANEOUS OFFICER-OTHER,2016,38.84794134,-77.08146058
33547,FRAUD INSUFFICIENT FUND/NO ACCT CK,2016,38.86224564,-77.05875221
33548,FRAUD IMPERSONATION,2016,38.88566126,-77.09713206
33549,PASS COUNTERFEITED,2016,38.86227862,-77.08797964
33550,WARRANT SERVICE,2016,38.86181722,-77.06320175
33551,LARCENY-FROM BUILDING,2016,38.859996100000004,-77.05074431
33552,SIMPLE ASSAULT NON FAMILY,2016,38.88982998,-77.09461751
33553,SIMPLE ASSAULT NON FAMILY,2016,38.90087477,-77.07196114
33554,LARC SHOPLIFTING,2016,38.86354327,-77.05870878
33555,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.85829298,-77.05562114
33556,PROPERTY DAMAGE MOTOR VEH ACC-H&R,2016,38.88527141,-77.09741864
33557,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.86163699,-77.08545490000002
33558,LARC SHOPLIFTING,2016,38.86045998,-77.06079666
33559,PARKING VIOLATION,2016,38.88872828,-77.14018119
33560,LARCENY-BICYCLE,2016,38.85381574,-77.11271118
33561,SIMPLE ASSAULT NON FAMILY,2016,38.87955125,-77.08628614
33562,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.88121804,-77.1058008
33563,LARCENY-BICYCLE,2016,38.84617068,-77.10448141
33564,MISCELLANEOUS OFFICER-OTHER,2016,38.88012027,-77.11384437
33565,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.84330494,-77.07940527
33566,LARCENY-FROM AUTO,2016,38.84521817,-77.09318776
33567,SIMPLE ASSAULT POLICE OFFICER,2016,38.86588312,-77.07954626
33568,MISCELLANEOUS OFFICER-OTHER,2016,38.87977722,-77.1169901
33569,SIMPLE ASSAULT FAMILY,2016,38.84748288,-77.07555466
33570,WARRANT SERVICE,2016,38.90058283,-77.07449478
33571,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.84887052,-77.05292007
33572,MISCELLANEOUS OFFICER-OTHER,2016,38.84605076,-77.06780764
33573,DRUNKENNESS,2016,38.86778739,-77.09630752
33574,MENTAL CASES,2016,38.8626701,-77.04742850000001
33575,MISCELLANEOUS OFFICER-OTHER,2016,38.83592688,-77.09139493
33576,MISCELLANEOUS OFFICER-OTHER,2016,38.85448106,-77.05251283
33577,MENTAL CASES,2016,38.88913154,-77.12524733
33578,MISCELLANEOUS OFFICER-OTHER,2016,38.86690634,-77.05236534
33579,SIMPLE ASSAULT FAMILY,2016,38.85439145,-77.11189171
33580,POSSESS COUNTERFEITED OBJECT,2016,38.88552727,-77.09808928
33581,MISCELLANEOUS OFFICER-OTHER,2016,38.885130100000005,-77.10053054
33582,PARKING VIOLATION,2016,38.88521667,-77.09805103
33583,DRIVING UNDER INFLUENCE-LIQUOR,2016,38.85643987,-77.11778412
33584,VANDALISM (PROP DAMAGE)-PRIVATE,2016,38.86352298,-77.07545144
33585,MISCELLANEOUS OFFICER-OTHER,2016,38.85465146,-77.08761984
33586,MISCELLANEOUS OFFICER-OTHER,2016,38.88065276,-77.10480367
33587,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.86598759,-77.05259796
33588,MISCELLANEOUS OFFICER-OTHER,2016,38.860087799999995,-77.09830361
33589,MISCELLANEOUS OFFICER-OTHER,2016,38.85484966,-77.04990648
33590,MISCELLANEOUS OFFICER-OTHER,2016,38.88230211,-77.09136456
33591,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.875397899999996,-77.10682647
33592,ROBB STREET STRONG ARM,2016,38.86498277,-77.06188508
33593,LARC SHOPLIFTING,2016,38.88051848,-77.11065179
33594,MISCELLANEOUS OFFICER-OTHER,2016,38.85640666,-77.07079437
33595,SIMPLE ASSAULT NON FAMILY,2016,38.8850977,-77.09562220000001
33596,MISCELLANEOUS OFFICER-OTHER,2016,38.89457728,-77.09274408
33597,RECKLESS DRIVING/ELUDING,2016,38.88107596,-77.10213645
33598,MENTAL CASES,2016,38.88801326,-77.12534859
33599,MISCELLANEOUS OFFICER-OTHER,2016,38.88133957,-77.11277449
33600,MISCELLANEOUS OFFICER-OTHER,2016,38.88184831,-77.0856217
33601,SUSPICIOUS PERSON,2016,38.86956836,-77.13074575
33602,PERSONAL INJURY MOTOR VEH ACC-H&R,2016,38.87082683,-77.10955959
33603,PARKING VIOLATION,2016,38.86253263,-77.09098635
33604,MISCELLANEOUS OFFICER-OTHER,2016,38.86888252,-77.04716449
33605,FOUND PROPERTY,2016,38.84159703,-77.05004627
33606,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.89703372,-77.09694621
33607,VANDALISM (PROP DAMAGE)-BUSINESS,2016,38.89740437,-77.1250449
33608,SEX OFFENSE AGAINST CHILD-FONDLING,2016,38.87236822,-77.09710496
33609,ASSAULT - OTHER,2016,38.87007534,-77.09994684
33610,RUNAWAY,2016,38.85630287,-77.09780591
33611,MISCELLANEOUS OFFICER-OTHER,2016,38.8450602,-77.07840648
33612,FRAUD - OTHER,2016,38.86463505,-77.06251833
33613,INTIMIDATION,2016,38.9003592,-77.07389066
33614,MENTAL CASES,2016,38.87485447,-77.08334709
33615,FRAUD IMPERSONATION,2016,38.88913536,-77.08540752
33616,FND VEHICLES-ABANDONED/RECOVERED,2016,38.85920720000001,-77.10118646
33617,MENTAL CASES,2016,38.87491295,-77.1399814
33618,SUSPICIOUS AUTO,2016,38.88013995,-77.10766005
33619,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.89853329,-77.13166405
33620,MOTOR VEHICLE THEFT BY BAILEE,2016,38.84951668,-77.05180986
33621,VEHICLE THEFT - OTHER,2016,38.84922881,-77.05489686
33622,SUSPICIOUS PERSON,2016,38.86325976,-77.1311698
33623,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.8793795,-77.11886851
33624,LARCENY-FROM BUILDING,2016,38.84577535,-77.11245799999999
33625,FND VEHICLES-ABANDONED/RECOVERED,2016,38.84621949,-77.07070970000001
33626,MISCELLANEOUS OFFICER-OTHER,2016,38.86601676,-77.07913211
33627,HIT & RUN,2016,38.8834641,-77.10756697
33628,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.87527279,-77.11516794
33629,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.89622984,-77.105983
33630,PROPERTY DAMAGE MOTOR VEH ACCIDENT,2016,38.88829044,-77.084726
33631,PARKING VIOLATION,2016,38.89146538,-77.08267307
33632,PARKING VIOLATION,2016,38.89368578,-77.08313793
33633,LARCENY-FROM AUTO,2016,38.89698127,-77.0911928
33634,LARC PARTS FROM VEHICLE,2016,38.86035306,-77.05616466
33635,PERSONAL INJURY MOTOR VEH ACCIDENT,2016,38.88965996,-77.07323609
33636,MARIJUANA-POSSESSING,2016,38.89159403,-77.08576609
33637,MENTAL CASES,2016,38.88703898,-77.12819259
33638,MOTOR VEH THEFT-AUTOS,2016,38.84969977,-77.08941539
33639,DRIVING UNDER INFLUENCE-LIQUOR,2016,38.84582356,-77.08011029
33640,MARIJUANA-SELLING,2016,38.8866209,-77.09419646
33641,WARRANT SERVICE,2016,38.85460971,-77.05372677
33642,DRIVING UNDER INFLUENCE-LIQUOR,2016,38.86965857,-77.09695081
33643,SICK CARED FOR DRUG OVERDOSE,2016,38.87806481,-77.09261358
33644,MISCELLANEOUS OFFICER-OTHER,2016,38.85476069,-77.05179983
33645,MARIJUANA-SELLING,2016,38.85431111,-77.11664268
